Номер заказа;Номер отправления;Принят в обработку;Дата отгрузки;Статус;Дата доставки;Фактическая дата передачи в доставку;Сумма отправления;Наименование товара;OZON id;Количество
82548636-0300;82548636-0300-2;20.07.2025 17:31;27.07.2025 00:00;Доставлен;27.07.2025 11:49;26.07.2025 14:44;2442;Футболка Дигги 3D, Голубой (V3D-TS-001-200), S;1768353187;1
82548636-0300;82548636-0300-1;20.07.2025 17:31;27.07.2025 00:00;Доставлен;27.07.2025 11:49;26.07.2025 13:53;4833;Футболка VK Fest 2025, белая (VKF-TS-001-102), S;2241557374;1
0125418261-0012;0125418261-0012-1;20.07.2025 17:19;21.07.2025 02:30;Доставлен;26.07.2025 09:22;21.07.2025 03:20;1124;Брелок-маскот VK Спотти, Cеребро;1768307880;1
0159800033-0217;0159800033-0217-1;20.07.2025 17:18;22.07.2025 00:00;Доставляется;;21.07.2025 12:09;4833;Футболка VK Fest сфера, белая (VKF-TS-001-101), M;2241557667;1
05072527-0203;05072527-0203-1;20.07.2025 16:31;23.07.2025 00:00;Отменён;;22.07.2025 18:39;844;Носки с МиуМяу, белые (VMS-SC-016-100), 36-40;1774695664;1
06899522-0119;06899522-0119-2;20.07.2025 16:24;22.07.2025 00:30;Доставлен;27.07.2025 16:21;21.07.2025 01:55;4833;Футболка VK Fest сфера, белая (VKF-TS-001-101), XS;2241557420;1
06899522-0119;06899522-0119-1;20.07.2025 16:24;21.07.2025 00:00;Доставлен;21.07.2025 16:08;21.07.2025 00:52;4833;Футболка VK Fest 2025, белая (VKF-TS-001-102), XXS;2241557653;1
46947551-0116;46947551-0116-1;20.07.2025 16:20;21.07.2025 04:00;Отменён;;21.07.2025 03:06;4833;Футболка VK Fest 2025, белая (VKF-TS-001-102), L;2241557422;1
46947551-0115;46947551-0115-1;20.07.2025 16:20;21.07.2025 04:00;Отменён;;21.07.2025 03:27;4833;Футболка VK Fest сфера, белая (VKF-TS-001-101), M;2241557667;1
0103984856-0031;0103984856-0031-2;20.07.2025 16:18;21.07.2025 01:00;Доставлен;21.07.2025 17:43;21.07.2025 01:38;753;Картхолдер VK Спотти (НЛО);1768141529;1
0100812967-0033;0100812967-0033-1;20.07.2025 16:02;21.07.2025 02:00;Доставлен;23.07.2025 10:50;21.07.2025 00:06;5735;Футболка RNDM CREW х VK Музыка, цвет розовый с черным принтом (VLM-TS-002-400), M;1787540694;1
24751893-0540;24751893-0540-1;20.07.2025 15:50;21.07.2025 13:00;Отменён;;;4833;Футболка VK Fest сфера, белая (VKF-TS-001-101), L;2241557487;1
75174281-0046;75174281-0046-4;20.07.2025 15:10;21.07.2025 04:00;Доставлен;24.07.2025 08:33;21.07.2025 06:18;753;Обложка на паспорт VK Спотти (НЛО);1768141693;1
35279063-0045;35279063-0045-2;20.07.2025 14:55;22.07.2025 00:00;Отменён;;22.07.2025 01:45;4833;Футболка VK Fest 2025, белая (VKF-TS-001-102), L;2241557422;1
35279063-0045;35279063-0045-1;20.07.2025 14:55;22.07.2025 00:00;Доставлен;24.07.2025 18:15;21.07.2025 01:08;4833;Футболка VK Fest 2025, белая (VKF-TS-001-102), S;2241557374;1
40512058-0126;40512058-0126-1;20.07.2025 14:00;21.07.2025 06:00;Доставлен;23.07.2025 11:50;21.07.2025 05:50;4833;Футболка VK Fest сфера, белая (VKF-TS-001-101), XXS;2241557616;1
0123842409-0159;0123842409-0159-3;20.07.2025 12:49;21.07.2025 00:00;Доставлен;24.07.2025 18:25;20.07.2025 20:08;512;"Брелок VK ""Хоппер"", ПВХ";1775747712;1
0123842409-0159;0123842409-0159-2;20.07.2025 12:49;21.07.2025 00:00;Доставлен;24.07.2025 18:25;20.07.2025 20:13;414;Значок VK Fest 2025;2241591206;1
0123842409-0159;0123842409-0159-1;20.07.2025 12:49;21.07.2025 00:00;Доставлен;24.07.2025 18:25;20.07.2025 20:08;284;Стикеры VK Хоппер;1775029426;1
87916704-0053;87916704-0053-1;20.07.2025 12:31;21.07.2025 12:00;Доставлен;02.08.2025 03:11;20.07.2025 20:04;976;Носки VK Fest, розовые (VKF-SC-019-400), 40-42;2243577869;1
18229232-0334;18229232-0334-2;20.07.2025 12:13;21.07.2025 00:00;Доставлен;21.07.2025 17:42;20.07.2025 20:33;976;Носки VK Fest, фиолетовые (VKF-SC-018-999), 36-39;2243577739;1
18229232-0334;18229232-0334-1;20.07.2025 12:13;21.07.2025 00:00;Доставлен;21.07.2025 17:42;20.07.2025 23:41;2627;Шнурок для телефона VK, синий;2162696671;1
88784144-0031;88784144-0031-3;20.07.2025 12:10;21.07.2025 00:00;Доставлен;23.07.2025 12:16;20.07.2025 20:43;414;Значок VK Fest 2025;2241591206;1
88784144-0031;88784144-0031-1;20.07.2025 12:10;21.07.2025 00:00;Доставлен;23.07.2025 12:16;20.07.2025 20:43;976;Носки VK Fest, розовые (VKF-SC-019-400), 40-42;2243577869;1
58892400-0015;58892400-0015-3;20.07.2025 11:01;21.07.2025 00:00;Доставлен;21.07.2025 15:56;20.07.2025 13:55;2627;Шнурок для телефона VK, синий;2162696671;1
58892400-0015;58892400-0015-1;20.07.2025 11:01;21.07.2025 00:00;Доставлен;21.07.2025 15:56;20.07.2025 13:55;2627;Шнурок для телефона VK, синий;2162696671;1
40284438-0273;40284438-0273-7;20.07.2025 10:58;21.07.2025 00:00;Доставлен;23.07.2025 08:03;20.07.2025 20:31;2442;Футболка Дигги 3D, Голубой (V3D-TS-001-200), XXS;1768353183;1
40284438-0273;40284438-0273-2;20.07.2025 10:58;21.07.2025 12:30;Доставлен;25.07.2025 16:40;21.07.2025 07:47;3316;Футболка, цвет голубой, Персик комикс (VMS-TS-015-200), S;1768353111;1
71466345-0372;71466345-0372-1;20.07.2025 10:24;21.07.2025 02:00;Доставлен;21.07.2025 11:14;20.07.2025 16:26;2246;Футболка, цвет голубой, Персик комикс (VMS-TS-015-200), XL;1768353194;1
08150790-1124;08150790-1124-1;20.07.2025 09:48;21.07.2025 07:00;Отменён;;21.07.2025 08:01;567;Стикерпак VK Fest, смоляной;2241616286;1
70935152-0014;70935152-0014-1;20.07.2025 09:40;21.07.2025 00:00;Доставлен;29.07.2025 16:38;20.07.2025 20:19;9290;Худи RNDM CREW х VK Музыка, цвет серый с розовым принтом (VLM-SW-002-700), M;1787540705;1
29477051-1746;29477051-1746-3;20.07.2025 08:31;21.07.2025 00:00;Доставлен;23.07.2025 17:08;21.07.2025 01:35;827;Носки с Дигги, голубые (VMS-SC-014-200), 41-44;1769119122;1
29477051-1746;29477051-1746-1;20.07.2025 08:31;21.07.2025 00:00;Доставлен;23.07.2025 17:08;21.07.2025 01:35;827;Носки с Персиком, белые (VMS-SC-018-100), 41-44;1769119467;1
33046111-0199;33046111-0199-1;20.07.2025 07:42;21.07.2025 00:00;Доставлен;22.07.2025 14:12;20.07.2025 13:28;4854;Футболка VK Fest сфера, белая (VKF-TS-001-101), M;2241557667;1
44982694-0125;44982694-0125-1;20.07.2025 07:31;21.07.2025 09:30;Доставлен;23.07.2025 06:37;20.07.2025 10:33;2442;Футболка Дигги 3D, Голубой (V3D-TS-001-200), M;1768353171;1
08272249-1219;08272249-1219-5;20.07.2025 06:49;21.07.2025 00:00;Доставлен;21.07.2025 15:03;20.07.2025 13:24;414;Значок VK Fest 2025;2241591206;1
0132986451-0141;0132986451-0141-1;20.07.2025 04:56;20.07.2025 17:30;Доставляется;;20.07.2025 16:11;8200;Рюкзак VK, синий;1768141658;1
28231200-0652;28231200-0652-7;20.07.2025 04:53;21.07.2025 00:00;Доставлен;22.07.2025 09:20;20.07.2025 20:39;414;Значок VK Fest 2025, розовый;2241590720;1
28231200-0652;28231200-0652-5;20.07.2025 04:53;21.07.2025 00:00;Доставлен;22.07.2025 09:20;20.07.2025 13:02;565;Стикерпак VK Fest, смоляной;2241616286;1
28231200-0652;28231200-0652-2;20.07.2025 04:53;21.07.2025 00:00;Доставлен;22.07.2025 09:20;20.07.2025 13:37;414;Значок VK Fest 2025;2241591206;1
28231200-0652;28231200-0652-1;20.07.2025 04:53;21.07.2025 00:00;Доставлен;22.07.2025 09:20;20.07.2025 20:39;414;Значок VK Fest 2025, розовый;2241590720;1
47001022-0073;47001022-0073-2;19.07.2025 23:11;21.07.2025 00:00;Доставлен;21.07.2025 16:21;20.07.2025 14:09;2442;Футболка Спотти 3D, Графит (V3D-TS-001-700), S;1768353232;1
72678010-0051;72678010-0051-1;19.07.2025 21:10;21.07.2025 00:00;Отменён;;20.07.2025 19:30;827;Носки с МиуМяу, белые (VMS-SC-016-100), 36-40;1774695664;1
72678010-0050;72678010-0050-1;19.07.2025 21:09;21.07.2025 00:00;Отменён;;20.07.2025 13:41;1779;Базовая кепка VK, синяя;1768142196;1
30153124-0038;30153124-0038-3;19.07.2025 21:04;21.07.2025 00:00;Доставляется;;20.07.2025 14:35;8574;Зип-худи VK Sticker, синий (VST-HDZP-002-200), L;2162631174;1
30153124-0038;30153124-0038-1;19.07.2025 21:04;21.07.2025 00:00;Доставляется;;20.07.2025 14:27;2627;Шнурок для телефона VK, синий;2162696671;1
16871368-0285;16871368-0285-3;19.07.2025 20:58;20.07.2025 04:00;Доставлен;23.07.2025 15:25;20.07.2025 05:41;827;Носки с Персиком, белые (VMS-SC-018-100), 41-44;1769119467;1
16871368-0285;16871368-0285-1;19.07.2025 20:58;20.07.2025 04:00;Доставлен;23.07.2025 15:25;20.07.2025 05:41;679;Белые базовые носки VK (VBG-SC-001-100), 41-44;1774881967;1
25066963-0104;25066963-0104-1;19.07.2025 20:47;20.07.2025 08:00;Доставлен;24.07.2025 07:05;20.07.2025 18:05;414;Значок VK Fest 2025, розовый;2241590720;1
97244290-0054;97244290-0054-2;19.07.2025 20:40;20.07.2025 00:00;Отменён;;20.07.2025 00:34;2596;Футболка, цвет экрю, Персик комикс (VMS-TS-014-100), L;1768353229;1
97244290-0054;97244290-0054-1;19.07.2025 20:40;20.07.2025 09:00;Отменён;;20.07.2025 08:00;2246;Футболка, цвет экрю, Персик комикс (VMS-TS-014-100), M;1768353213;1
32748938-0328;32748938-0328-1;19.07.2025 20:39;20.07.2025 07:00;Доставляется;;20.07.2025 05:58;2889;Полотенце VK с Персиком;1776952077;1
0135501666-0012;0135501666-0012-1;19.07.2025 19:48;20.07.2025 12:30;Доставлен;24.07.2025 07:43;20.07.2025 11:57;8062;Фигурка VK x LOVV66 Block Boy;1898770700;1
0114974835-0009;0114974835-0009-1;19.07.2025 17:04;20.07.2025 08:00;Доставлен;30.07.2025 11:29;20.07.2025 06:54;4854;Футболка VK Fest, серая (VKF-TS-001-702), XL;2241557579;1
44557916-0378;44557916-0378-3;19.07.2025 15:25;20.07.2025 14:00;Доставлен;23.07.2025 17:55;20.07.2025 15:09;414;"Значок VK ""Персик с повязкой""";1769215938;1
0209603599-0002;0209603599-0002-1;19.07.2025 15:12;22.07.2025 03:00;Доставлен;24.07.2025 09:24;22.07.2025 02:44;1118;Брелок-маскот VK Спотти, Cеребро;1768307880;1
21405254-0169;21405254-0169-5;19.07.2025 14:19;20.07.2025 00:00;Доставлен;23.07.2025 09:17;19.07.2025 20:59;414;Значок VK Персик;1769215980;1
11273902-0412;11273902-0412-3;19.07.2025 12:15;20.07.2025 02:00;Доставлен;20.07.2025 13:36;19.07.2025 20:18;414;Значок VK Спотти, металлический;1769215949;1
11273902-0412;11273902-0412-1;19.07.2025 12:15;20.07.2025 02:00;Доставлен;20.07.2025 13:36;19.07.2025 20:18;414;Значок VK Спотти, металлический;1769215949;1
06680580-0222;06680580-0222-9;19.07.2025 10:54;20.07.2025 00:00;Доставлен;22.07.2025 09:14;20.07.2025 00:24;415;Значок VK Персик;1769215980;1
06680580-0222;06680580-0222-8;19.07.2025 10:54;20.07.2025 07:00;Доставлен;29.07.2025 07:49;20.07.2025 08:18;287;Стикеры VK Персик А5;1775029406;1
80670950-0083;80670950-0083-1;19.07.2025 08:52;21.07.2025 00:00;Доставлен;23.07.2025 15:12;20.07.2025 01:35;2862;Полотенце VK с Персиком;1776952077;1
13237474-0506;13237474-0506-3;19.07.2025 08:26;20.07.2025 02:00;Отменён;;19.07.2025 15:38;744;Картхолдер VK Спотти (НЛО);1768141529;1
13237474-0506;13237474-0506-1;19.07.2025 08:26;20.07.2025 02:00;Отменён;;19.07.2025 15:39;745;Картхолдер VK Дигги (Фуксия);1768141524;1
0176015069-0010;0176015069-0010-2;19.07.2025 08:17;20.07.2025 04:00;Доставлен;24.07.2025 12:25;19.07.2025 18:28;415;Значок VK Спотти, металлический;1769215949;1
0209720244-0002;0209720244-0002-4;19.07.2025 08:10;20.07.2025 00:00;Доставлен;20.07.2025 17:39;19.07.2025 14:43;832;Носки с Дигги, голубые (VMS-SC-014-200), 41-44;1769119122;1
91601861-0278;91601861-0278-1;18.07.2025 21:57;20.07.2025 00:00;Доставлен;23.07.2025 15:32;19.07.2025 20:24;745;Обложка на паспорт VK Персик (Крик);1768141595;1
44769254-0030;44769254-0030-2;18.07.2025 20:46;19.07.2025 08:00;Доставлен;22.07.2025 10:03;19.07.2025 09:21;2637;Шнурок для телефона VK, синий;2162696671;1
44769254-0030;44769254-0030-1;18.07.2025 20:46;20.07.2025 00:30;Доставлен;22.07.2025 10:03;19.07.2025 01:34;4826;Футболка VK Sticker, серая (VST-TS-001-700), L;2162692679;1
29203720-0085;29203720-0085-2;18.07.2025 20:25;19.07.2025 00:00;Доставлен;20.07.2025 09:57;19.07.2025 00:05;684;Белые базовые носки VK (VBG-SC-001-100), 41-44;1774881967;1
06327916-0081;06327916-0081-1;18.07.2025 17:59;19.07.2025 00:00;Доставлен;19.07.2025 17:14;19.07.2025 01:14;415;Значок VK Fest 2025;2241591206;1
41767163-0103;41767163-0103-1;18.07.2025 17:42;;Отменён;;19.07.2025 07:13;415;Значок VK Персик;1769215980;1
82677269-0022;82677269-0022-2;18.07.2025 15:44;19.07.2025 23:00;Доставлен;21.07.2025 11:21;19.07.2025 19:06;2562;Футболка, цвет экрю, Персик комикс (VMS-TS-014-100), L;1768353229;1
90946043-0251;90946043-0251-3;18.07.2025 15:09;18.07.2025 22:00;Доставлен;20.07.2025 12:03;18.07.2025 17:47;4982;Худи VK Персик комикс, черное (VMS-SW-006-800), S;1778100184;1
90946043-0251;90946043-0251-1;18.07.2025 15:09;18.07.2025 22:00;Отменён;;18.07.2025 17:47;3900;Худи VK Персик комикс, черное (VMS-SW-006-800), XS;1778100178;1
97244290-0052;97244290-0052-1;18.07.2025 14:52;19.07.2025 00:00;Отменён;;18.07.2025 20:36;2236;Футболка, цвет голубой, Персик комикс (VMS-TS-015-200), XL;1768353194;1
11056429-0201;11056429-0201-1;18.07.2025 13:52;19.07.2025 00:00;Доставлен;20.07.2025 17:49;18.07.2025 20:06;5316;Лонгслив VK Sticker, мятный (VST-TS-001-500), XS;2162607416;1
17607147-0369;17607147-0369-1;18.07.2025 13:37;19.07.2025 04:00;Доставлен;21.07.2025 17:04;18.07.2025 18:38;4004;Чехол для ноутбука VK, синий;1769314652;1
0144406829-0011;0144406829-0011-1;18.07.2025 12:43;19.07.2025 09:30;Доставлен;21.07.2025 15:22;19.07.2025 08:23;3900;Худи VK Персик комикс, черное (VMS-SW-006-800), XS;1778100178;1
0118734219-0120;0118734219-0120-1;18.07.2025 12:09;19.07.2025 12:30;Отменён;;18.07.2025 16:07;1671;Базовая кепка VK, синяя;1768142196;1
98310150-0217;98310150-0217-2;18.07.2025 11:17;20.07.2025 00:00;Отменён;;;5070;Худи VK Дигги комикс, серое (VMS-SW-001-700), L;1778100176;1
98310150-0217;98310150-0217-1;18.07.2025 11:17;20.07.2025 00:00;Отменён;;;5070;Худи VK Дигги комикс, серое (VMS-SW-001-700), M;1778100222;1
88766996-0078;88766996-0078-1;18.07.2025 10:48;19.07.2025 00:00;Доставлен;20.07.2025 10:07;19.07.2025 01:16;6491;Анорак VK Sticker, бордовый (VST-AN-006-400), S;2162596969;1
98310150-0216;98310150-0216-1;18.07.2025 10:47;19.07.2025 20:00;Доставлен;02.08.2025 07:16;19.07.2025 15:55;748;Картхолдер VK Дигги (Фуксия);1768141524;1
56418360-0027;56418360-0027-1;18.07.2025 10:01;18.07.2025 22:00;Доставлен;20.07.2025 13:40;18.07.2025 23:18;415;"Значок VK ""Персик Panic""";1774266314;1
34214299-0023;34214299-0023-1;18.07.2025 09:29;19.07.2025 04:00;Доставлен;22.07.2025 12:31;19.07.2025 05:54;8262;Фигурка VK x LOVV66 The Sniper;1898770650;1
0144406829-0010;0144406829-0010-1;18.07.2025 07:57;18.07.2025 22:00;Отменён;;18.07.2025 20:16;5070;Худи VK Персик комикс, черное (VMS-SW-006-800), S;1778100184;1
0153183891-0008;0153183891-0008-2;18.07.2025 07:07;18.07.2025 12:00;Доставлен;25.07.2025 04:56;18.07.2025 15:53;317;Стикеры VK Персик А5;1775029406;1
0153183891-0008;0153183891-0008-1;18.07.2025 07:07;19.07.2025 09:30;Доставлен;25.07.2025 04:56;19.07.2025 10:12;748;Обложка на паспорт VK Персик (Крик);1768141595;1
06403442-0174;06403442-0174-5;18.07.2025 06:12;19.07.2025 00:00;Доставлен;21.07.2025 16:50;18.07.2025 15:47;2671;Подушка для шеи VK с Персиком;1776936001;1
06403442-0174;06403442-0174-3;18.07.2025 06:12;19.07.2025 00:00;Доставлен;21.07.2025 16:50;18.07.2025 15:47;5508;Футболка RNDM CREW х VK Музыка, цвет серый с зеленым принтом (VLM-TS-002-700), XL;1787540771;1
35592818-0044;35592818-0044-1;18.07.2025 00:47;18.07.2025 08:00;Доставлен;22.07.2025 17:47;18.07.2025 13:14;843;Носки с Персиком, белые (VMS-SC-018-100), 41-44;1769119467;1
33182145-0167;33182145-0167-1;17.07.2025 21:53;19.07.2025 00:00;Доставлен;21.07.2025 17:27;18.07.2025 20:04;749;Картхолдер VK Спотти (НЛО);1768141529;1
0113447942-0021;0113447942-0021-1;17.07.2025 18:15;18.07.2025 04:00;Доставлен;23.07.2025 11:51;18.07.2025 05:47;801;"Блокнот VK Стерео-Варио ""Перcик в кино""";1776436158;1
0137254017-0074;0137254017-0074-1;17.07.2025 17:08;18.07.2025 00:00;Отменён;;;1787;Базовая кепка VK, синяя;1768142196;1
30720322-0189;30720322-0189-1;17.07.2025 16:06;18.07.2025 02:00;Доставлен;18.07.2025 15:41;17.07.2025 18:39;2250;Футболка, цвет голубой, Персик комикс (VMS-TS-015-200), XL;1768353194;1
0177074493-0028;0177074493-0028-1;17.07.2025 16:04;18.07.2025 04:00;Доставлен;21.07.2025 17:34;18.07.2025 05:34;3396;Мягкая игрушка VK Лис;1768224487;1
30720322-0188;30720322-0188-3;17.07.2025 16:02;18.07.2025 04:00;Доставлен;19.07.2025 08:48;18.07.2025 07:03;2804;Футболка Персик 3D, Лаванда (V3D-TS-001-400), XL;1768353161;1
30720322-0188;30720322-0188-2;17.07.2025 16:02;18.07.2025 04:00;Доставлен;23.07.2025 14:48;18.07.2025 06:54;4882;Футболка VK Sticker, серая (VST-TS-001-700), XL;2162692920;1
43717122-0542;43717122-0542-2;17.07.2025 15:56;18.07.2025 00:00;Доставлен;18.07.2025 10:58;17.07.2025 20:39;415;"Значок VK ""Персик Panic""";1774266314;1
33532831-0215;33532831-0215-3;17.07.2025 14:45;18.07.2025 04:00;Доставлен;20.07.2025 06:55;18.07.2025 06:45;415;Значок VK Fest 2025, фиолетовый;2241590670;1
33532831-0215;33532831-0215-1;17.07.2025 14:45;18.07.2025 04:00;Доставлен;20.07.2025 06:55;18.07.2025 06:45;415;Значок VK Fest 2025, розовый;2241590720;1
33532831-0214;33532831-0214-3;17.07.2025 14:26;18.07.2025 01:00;Доставлен;19.07.2025 11:05;18.07.2025 01:43;415;Значок VK Fest 2025, фиолетовый;2241590670;1
33532831-0214;33532831-0214-1;17.07.2025 14:26;18.07.2025 01:00;Доставлен;19.07.2025 11:05;18.07.2025 01:43;415;Значок VK Fest 2025, розовый;2241590720;1
0105349191-0026;0105349191-0026-1;17.07.2025 13:21;18.07.2025 07:00;Доставлен;20.07.2025 17:44;18.07.2025 09:23;415;"Значок VK ""Персик с повязкой""";1769215938;1
15797988-0159;15797988-0159-9;17.07.2025 13:11;18.07.2025 00:00;Доставлен;19.07.2025 08:05;17.07.2025 20:32;5803;Футболка RNDM CREW х VK Музыка, цвет серый с розовым принтом (VLM-TS-003-700), M;1787540759;1
15797988-0159;15797988-0159-7;17.07.2025 13:11;18.07.2025 00:00;Доставлен;19.07.2025 08:05;17.07.2025 20:32;2447;Футболка Персик 3D, Лаванда (V3D-TS-001-400), M;1768353193;1
15797988-0159;15797988-0159-4;17.07.2025 13:11;18.07.2025 00:00;Доставлен;19.07.2025 08:05;17.07.2025 20:32;2447;Футболка Персик 3D, Лаванда (V3D-TS-001-400), L;1768353206;1
35661352-0025;35661352-0025-1;17.07.2025 10:55;17.07.2025 22:00;Доставлен;18.07.2025 10:10;17.07.2025 16:44;1132;Брелок-маскот VK Спотти, Синий;1768308096;1
73421871-0108;73421871-0108-1;17.07.2025 10:09;18.07.2025 09:30;Доставлен;20.07.2025 17:16;18.07.2025 13:09;418;Значок VK Fest 2025;2241591206;1
0157232244-0004;0157232244-0004-1;17.07.2025 09:50;18.07.2025 01:30;Доставлен;19.07.2025 13:59;17.07.2025 11:54;4509;Футболка VK НАТАЛЬНАЯ КАРТА белая (ST-VKNC-002-100), XS;1840818604;1
0172628401-0003;0172628401-0003-1;17.07.2025 06:18;18.07.2025 08:00;Отменён;;18.07.2025 12:57;5622;Рюкзак VK Kids с джибитсами;1840873336;1
0124696557-0007;0124696557-0007-1;17.07.2025 06:10;17.07.2025 14:00;Доставлен;22.07.2025 17:49;17.07.2025 15:06;4862;Футболка VK Fest сфера, белая (VKF-TS-001-101), M;2241557667;1
35592818-0043;35592818-0043-3;17.07.2025 05:02;18.07.2025 08:00;Доставлен;22.07.2025 17:47;18.07.2025 13:27;677;Белые базовые носки VK (VBG-SC-001-100), 36-40;1774882676;1
35592818-0043;35592818-0043-1;17.07.2025 05:02;18.07.2025 08:00;Доставлен;22.07.2025 17:47;17.07.2025 12:36;5803;Футболка RNDM CREW х VK Музыка, цвет розовый с черным принтом (VLM-TS-002-400), M;1787540694;1
09468757-0284;09468757-0284-2;16.07.2025 21:24;18.07.2025 00:00;Доставлен;19.07.2025 07:47;17.07.2025 15:56;2673;Шнурок для телефона VK, синий;2162696671;1
56196708-0251;56196708-0251-1;16.07.2025 20:37;18.07.2025 00:00;Отменён;;18.07.2025 04:36;5243;Худи VK Спотти комикс, голубое (VMS-SW-001-200), L;1778100199;1
73185800-0577;73185800-0577-1;16.07.2025 19:56;17.07.2025 04:00;Доставлен;19.07.2025 07:28;17.07.2025 06:10;2382;Футболка Дигги 3D, Голубой (V3D-TS-001-200), L;1768353247;1
0102702702-0036;0102702702-0036-4;16.07.2025 18:38;19.07.2025 04:00;Доставлен;23.07.2025 13:51;19.07.2025 06:07;418;Значок VK Спотти, металлический;1769215949;1
0115774050-0006;0115774050-0006-2;16.07.2025 18:29;17.07.2025 04:00;Доставлен;19.07.2025 11:23;17.07.2025 06:21;288;Стикеры VK Персик А5;1775029406;1
05547095-0128;05547095-0128-3;16.07.2025 18:19;17.07.2025 00:00;Доставлен;26.07.2025 07:48;17.07.2025 01:19;418;Значок VK Дигги;1769215947;1
05547095-0128;05547095-0128-1;16.07.2025 18:19;17.07.2025 00:00;Доставлен;26.07.2025 07:48;17.07.2025 01:03;802;Носки с Бака Акио, белые (VMS-SC-015-100), 36-40;1769119475;1
60415136-0106;60415136-0106-1;16.07.2025 16:26;17.07.2025 06:00;Отменён;;17.07.2025 03:47;4862;Футболка VK Fest сфера, белая (VKF-TS-001-101), M;2241557667;1
60415136-0105;60415136-0105-3;16.07.2025 16:22;18.07.2025 00:00;Отменён;;17.07.2025 18:06;4862;Футболка VK Sticker, серая (VST-TS-001-700), S;2162692304;1
60415136-0105;60415136-0105-1;16.07.2025 16:22;18.07.2025 00:00;Отменён;;17.07.2025 18:06;4862;Футболка VK Sticker, серая (VST-TS-001-700), M;2162692576;1
61060823-0101;61060823-0101-3;16.07.2025 16:15;17.07.2025 04:00;Доставлен;19.07.2025 08:45;17.07.2025 06:45;529;"Брелок VK ""Хоппер"", ПВХ";1775747712;1
60415136-0104;60415136-0104-1;16.07.2025 16:11;18.07.2025 00:00;Отменён;;17.07.2025 18:06;4862;Футболка VK Sticker, серая (VST-TS-001-700), S;2162692304;1
19701782-0019;19701782-0019-1;16.07.2025 13:50;18.07.2025 16:30;Доставлен;21.07.2025 14:07;17.07.2025 19:00;2895;Футболка VK Fest, серая (VKF-TS-001-702), L;2241557249;1
50966848-0045;50966848-0045-1;16.07.2025 13:30;17.07.2025 02:00;Отменён;;17.07.2025 02:35;2303;Худи VK Персик комикс, черное (VMS-SW-006-800), L;1778100187;1
0132986896-0045;0132986896-0045-3;16.07.2025 13:13;18.07.2025 10:00;Доставлен;20.07.2025 09:07;18.07.2025 16:29;4893;Худи zip VK x FBL, цвет бежевый (HDZP-FBLxVK-BG), S;1787540703;1
0132986896-0045;0132986896-0045-1;16.07.2025 13:13;17.07.2025 10:00;Доставлен;19.07.2025 15:36;17.07.2025 17:30;2653;Футболка RNDM CREW х VK Музыка, цвет серый с зеленым принтом (VLM-TS-002-700), M;1787540715;1
0160480720-0006;0160480720-0006-1;16.07.2025 12:17;17.07.2025 12:00;Доставлен;28.07.2025 09:48;17.07.2025 11:01;591;Стикерпак VK Fest, смоляной;2241616286;1
51245398-0090;51245398-0090-1;16.07.2025 11:56;18.07.2025 00:00;Отменён;;17.07.2025 14:23;1743;Футболка Дигги 3D, Голубой (V3D-TS-001-200), XL;1768353185;1
51245398-0089;51245398-0089-1;16.07.2025 11:55;18.07.2025 00:00;Отменён;;17.07.2025 17:08;1992;Футболка Дигги 3D, Голубой (V3D-TS-001-200), L;1768353247;1
09779555-0266;09779555-0266-1;16.07.2025 11:46;17.07.2025 02:00;Отменён;;16.07.2025 15:08;2303;Худи VK Персик комикс, черное (VMS-SW-006-800), XS;1778100178;1
09779555-0265;09779555-0265-1;16.07.2025 11:45;17.07.2025 09:30;Доставлен;20.07.2025 15:00;17.07.2025 08:42;2303;Худи VK Персик комикс, черное (VMS-SW-006-800), L;1778100187;1
04546821-0044;04546821-0044-1;16.07.2025 11:20;17.07.2025 00:00;Доставлен;18.07.2025 17:30;16.07.2025 20:29;412;Значок VK Fest 2025;2241591206;1
0204951119-0008;0204951119-0008-5;16.07.2025 10:26;18.07.2025 00:00;Доставлен;18.07.2025 17:31;18.07.2025 00:54;412;Значок VK Fest 2025;2241591206;1
0204951119-0008;0204951119-0008-3;16.07.2025 10:26;18.07.2025 00:00;Доставлен;18.07.2025 17:31;17.07.2025 13:03;1296;Брелок VK Fest;2241619970;1
0204951119-0008;0204951119-0008-2;16.07.2025 10:26;18.07.2025 00:00;Доставлен;18.07.2025 17:31;18.07.2025 04:26;1076;Джиббитсы VK Fest;2241612231;1
0204951119-0008;0204951119-0008-1;16.07.2025 10:26;18.07.2025 00:00;Доставлен;18.07.2025 17:31;17.07.2025 12:50;585;Стикерпак VK Fest, смоляной;2241616286;1
90124578-0160;90124578-0160-3;16.07.2025 09:19;16.07.2025 12:30;Доставлен;20.07.2025 16:28;16.07.2025 14:29;1533;Футболка VK Kids Спаркс, графит (VKD-TS-001-700), 134;1774783457;1
90124578-0160;90124578-0160-1;16.07.2025 09:19;16.07.2025 12:30;Отменён;;16.07.2025 14:18;2542;Свитшот VK Kids, лимонный (VKD-SW-002-300), 134;1774783493;1
36973874-0043;36973874-0043-2;16.07.2025 07:32;17.07.2025 00:00;Доставлен;18.07.2025 11:01;16.07.2025 21:45;1743;Футболка Персик 3D, Лаванда (V3D-TS-001-400), XL;1768353161;1
