Номер заказа;Номер отправления;Принят в обработку;Дата отгрузки;Статус;Дата доставки;Фактическая дата передачи в доставку;Сумма отправления;Наименование товара;OZON id;Количество
ORD00300;SHIP00300;2024-11-10 00:00:00;2024-11-11 00:00:00;Доставлен;2024-11-12 20:00:00;2024-11-11 20:00:00;14301.03;Фен Dyson Supersonic;OZ723120;2
ORD00301;SHIP00301;2024-12-03 00:00:00;2024-12-03 00:00:00;Доставлен;2024-12-08 19:00:00;2024-12-03 19:00:00;58770.53;Наушники Sony WH-1000XM4;OZ757795;3
ORD00302;SHIP00302;2024-11-30 00:00:00;2024-12-01 00:00:00;Доставлен;2024-12-02 08:00:00;2024-12-01 08:00:00;156318.34;Фитнес-браслет Xiaomi;OZ977229;5
ORD00303;SHIP00303;2024-11-26 00:00:00;2024-11-28 00:00:00;Доставлен;2024-11-30 04:00:00;2024-11-28 04:00:00;119441.85;Микроволновка Panasonic;OZ488612;4
ORD00304;SHIP00304;2024-11-27 00:00:00;2024-11-27 00:00:00;Доставлен;2024-12-03 02:00:00;2024-11-27 02:00:00;83368.79;"Книга ""Python для начинающих""";OZ431725;3
ORD00305;SHIP00305;2024-11-15 00:00:00;2024-11-17 00:00:00;Доставлен;2024-11-20 16:00:00;2024-11-17 16:00:00;29179.88;Планшет iPad Air;OZ927904;1
ORD00306;SHIP00306;2024-11-27 00:00:00;2024-11-29 00:00:00;Доставлен;2024-12-05 05:00:00;2024-11-29 05:00:00;60073.94;Планшет iPad Air;OZ725853;1
ORD00307;SHIP00307;2024-11-23 00:00:00;2024-11-23 00:00:00;В пути;;2024-11-23 02:00:00;129382.75;Мышь Razer DeathAdder;OZ598934;4
ORD00308;SHIP00308;2024-12-01 00:00:00;2024-12-02 00:00:00;Доставлен;2024-12-06 23:00:00;2024-12-02 23:00:00;55329.45;Умные часы Apple Watch;OZ595262;4
ORD00309;SHIP00309;2024-11-21 00:00:00;2024-11-22 00:00:00;Обрабатывается;;2024-11-22 19:00:00;232089.61;Игра Cyberpunk 2077;OZ504824;5
ORD00310;SHIP00310;2024-11-14 00:00:00;2024-11-14 00:00:00;Доставлен;2024-11-15 08:00:00;2024-11-14 08:00:00;34238.48;Микроволновка Panasonic;OZ803126;2
ORD00311;SHIP00311;2024-12-07 00:00:00;2024-12-09 00:00:00;Доставлен;2024-12-16 23:00:00;2024-12-09 23:00:00;15065.04;Клавиатура Logitech;OZ500740;2
ORD00312;SHIP00312;2024-11-20 00:00:00;2024-11-21 00:00:00;Доставлен;2024-11-23 03:00:00;2024-11-21 03:00:00;38485.17;Микроволновка Panasonic;OZ124701;5
ORD00313;SHIP00313;2024-11-12 00:00:00;2024-11-13 00:00:00;Отменен;;2024-11-13 02:00:00;280528.07;Ноутбук ASUS VivoBook;OZ724485;3
ORD00314;SHIP00314;2024-12-02 00:00:00;2024-12-04 00:00:00;Доставлен;2024-12-11 03:00:00;2024-12-04 03:00:00;17816.74;Монитор Dell UltraSharp;OZ784042;1
ORD00315;SHIP00315;2024-11-20 00:00:00;2024-11-21 00:00:00;Доставлен;2024-11-24 05:00:00;2024-11-21 05:00:00;31663.77;"Книга ""Python для начинающих""";OZ704106;1
ORD00316;SHIP00316;2024-12-04 00:00:00;2024-12-04 00:00:00;Доставлен;2024-12-07 16:00:00;2024-12-04 16:00:00;3922.15;Электробритва Philips;OZ641670;5
ORD00317;SHIP00317;2024-11-25 00:00:00;2024-11-26 00:00:00;Отменен;;2024-11-26 18:00:00;157131.24;Игровая консоль PlayStation 5;OZ659455;4
ORD00318;SHIP00318;2024-11-12 00:00:00;2024-11-14 00:00:00;Доставлен;2024-11-17 03:00:00;2024-11-14 03:00:00;149538.82;Микрофон Blue Yeti;OZ561802;4
ORD00319;SHIP00319;2024-12-04 00:00:00;2024-12-05 00:00:00;Доставлен;2024-12-11 23:00:00;2024-12-05 23:00:00;121951.6;Контроллер Xbox;OZ702421;5
ORD00320;SHIP00320;2024-11-26 00:00:00;2024-11-27 00:00:00;Отменен;;2024-11-28 00:00:00;43388.08;iPhone 15 Pro;OZ309902;1
ORD00321;SHIP00321;2024-11-24 00:00:00;2024-11-26 00:00:00;Обрабатывается;;2024-11-26 16:00:00;221091.44;Смартфон Samsung Galaxy;OZ695569;3
ORD00322;SHIP00322;2024-12-02 00:00:00;2024-12-02 00:00:00;Доставлен;2024-12-03 12:00:00;2024-12-02 12:00:00;179307.12;Фитнес-браслет Xiaomi;OZ419655;5
ORD00323;SHIP00323;2024-11-12 00:00:00;2024-11-13 00:00:00;Доставлен;2024-11-18 12:00:00;2024-11-13 12:00:00;166767.04;Электробритва Philips;OZ921988;4
ORD00324;SHIP00324;2024-11-14 00:00:00;2024-11-16 00:00:00;Доставлен;2024-11-21 03:00:00;2024-11-16 03:00:00;56451.48;Холодильник Samsung;OZ274894;2
ORD00325;SHIP00325;2024-11-19 00:00:00;2024-11-21 00:00:00;Доставлен;2024-11-26 12:00:00;2024-11-21 12:00:00;74590.4;Микроволновка Panasonic;OZ481116;3
ORD00326;SHIP00326;2024-11-24 00:00:00;2024-11-24 00:00:00;В пути;;2024-11-24 21:00:00;9574.56;Электробритва Philips;OZ812992;5
ORD00327;SHIP00327;2024-11-22 00:00:00;2024-11-22 00:00:00;Доставлен;2024-11-28 14:00:00;2024-11-22 14:00:00;27904.78;Игра Cyberpunk 2077;OZ819496;5
ORD00328;SHIP00328;2024-12-01 00:00:00;2024-12-02 00:00:00;Доставлен;2024-12-09 20:00:00;2024-12-02 20:00:00;4416.15;Микрофон Blue Yeti;OZ421059;3
ORD00329;SHIP00329;2024-11-28 00:00:00;2024-11-30 00:00:00;В пути;;2024-11-30 23:00:00;148589.9;iPhone 15 Pro;OZ272470;3
ORD00330;SHIP00330;2024-11-11 00:00:00;2024-11-12 00:00:00;Доставлен;2024-11-17 07:00:00;2024-11-12 07:00:00;100556.98;Фен Dyson Supersonic;OZ841117;4
ORD00331;SHIP00331;2024-11-18 00:00:00;2024-11-18 00:00:00;Доставлен;2024-11-25 02:00:00;2024-11-18 02:00:00;12113.91;Стиральная машина Bosch;OZ229614;4
ORD00332;SHIP00332;2024-11-28 00:00:00;2024-11-30 00:00:00;В пути;;2024-11-30 10:00:00;248860.55;Планшет iPad Air;OZ232916;3
ORD00333;SHIP00333;2024-11-13 00:00:00;2024-11-13 00:00:00;В пути;;2024-11-13 14:00:00;56540.69;Игровая консоль PlayStation 5;OZ737942;5
ORD00334;SHIP00334;2024-12-04 00:00:00;2024-12-05 00:00:00;Доставлен;2024-12-10 12:00:00;2024-12-05 12:00:00;22945.49;Фитнес-браслет Xiaomi;OZ504028;3
ORD00335;SHIP00335;2024-11-09 00:00:00;2024-11-11 00:00:00;Доставлен;2024-11-17 11:00:00;2024-11-11 11:00:00;127298.06;Фен Dyson Supersonic;OZ525865;4
ORD00336;SHIP00336;2024-11-24 00:00:00;2024-11-26 00:00:00;В пути;;2024-11-26 16:00:00;37769.64;Микрофон Blue Yeti;OZ603938;1
ORD00337;SHIP00337;2024-12-05 00:00:00;2024-12-07 00:00:00;Возвращен;;2024-12-07 12:00:00;131907.53;"Книга ""Python для начинающих""";OZ305265;4
ORD00338;SHIP00338;2024-12-07 00:00:00;2024-12-08 00:00:00;Обрабатывается;;2024-12-08 12:00:00;74000.1;Стиральная машина Bosch;OZ104354;3
ORD00339;SHIP00339;2024-11-16 00:00:00;2024-11-18 00:00:00;Доставлен;2024-11-24 13:00:00;2024-11-18 13:00:00;68634.1;Монитор Dell UltraSharp;OZ484619;2
ORD00340;SHIP00340;2024-11-19 00:00:00;2024-11-21 00:00:00;Доставлен;2024-11-26 13:00:00;2024-11-21 13:00:00;106536.18;Клавиатура Logitech;OZ402058;3
ORD00341;SHIP00341;2024-11-08 00:00:00;2024-11-08 00:00:00;В пути;;2024-11-08 21:00:00;30570.18;Веб-камера Logitech C920;OZ984194;3
ORD00342;SHIP00342;2024-12-01 00:00:00;2024-12-03 00:00:00;Доставлен;2024-12-04 03:00:00;2024-12-03 03:00:00;162954.31;Принтер HP LaserJet;OZ304868;4
ORD00343;SHIP00343;2024-11-29 00:00:00;2024-12-01 00:00:00;Доставлен;2024-12-04 20:00:00;2024-12-01 20:00:00;34069.17;Фитнес-браслет Xiaomi;OZ906714;5
ORD00344;SHIP00344;2024-11-13 00:00:00;2024-11-15 00:00:00;Возвращен;;2024-11-15 05:00:00;12008.44;"Книга ""Python для начинающих""";OZ728330;3
ORD00345;SHIP00345;2024-11-11 00:00:00;2024-11-12 00:00:00;Доставлен;2024-11-15 14:00:00;2024-11-12 14:00:00;65953.18;iPhone 15 Pro;OZ129353;1
ORD00346;SHIP00346;2024-11-13 00:00:00;2024-11-13 00:00:00;Доставлен;2024-11-17 04:00:00;2024-11-13 04:00:00;26832.05;Холодильник Samsung;OZ766715;4
ORD00347;SHIP00347;2024-11-30 00:00:00;2024-12-02 00:00:00;Доставлен;2024-12-04 08:00:00;2024-12-02 08:00:00;76752.65;Пылесос Dyson V15;OZ534383;5
ORD00348;SHIP00348;2024-11-25 00:00:00;2024-11-27 00:00:00;Отменен;;2024-11-27 11:00:00;12142.53;Наушники Sony WH-1000XM4;OZ662675;1
ORD00349;SHIP00349;2024-12-06 00:00:00;2024-12-06 00:00:00;Доставлен;2024-12-13 00:00:00;2024-12-07 00:00:00;145125.22;Роутер ASUS AX6000;OZ115968;3
ORD00350;SHIP00350;2024-11-28 00:00:00;2024-11-30 00:00:00;Доставлен;2024-12-05 16:00:00;2024-11-30 16:00:00;177201.85;Ноутбук ASUS VivoBook;OZ911532;5
ORD00351;SHIP00351;2024-11-14 00:00:00;2024-11-16 00:00:00;Доставлен;2024-11-22 12:00:00;2024-11-16 12:00:00;142560.55;Веб-камера Logitech C920;OZ773485;5
ORD00352;SHIP00352;2024-12-02 00:00:00;2024-12-02 00:00:00;Доставлен;2024-12-08 14:00:00;2024-12-02 14:00:00;87403.93;Фен Dyson Supersonic;OZ717428;2
ORD00353;SHIP00353;2024-11-22 00:00:00;2024-11-24 00:00:00;Доставлен;2024-11-27 03:00:00;2024-11-24 03:00:00;20375.85;Игровая консоль PlayStation 5;OZ520223;3
ORD00354;SHIP00354;2024-11-29 00:00:00;2024-11-30 00:00:00;Возвращен;;2024-11-30 21:00:00;43628.85;Фен Dyson Supersonic;OZ222355;3
ORD00355;SHIP00355;2024-11-15 00:00:00;2024-11-17 00:00:00;Доставлен;2024-11-18 04:00:00;2024-11-17 04:00:00;7429.63;Игровая консоль PlayStation 5;OZ131779;1
ORD00356;SHIP00356;2024-11-23 00:00:00;2024-11-23 00:00:00;В пути;;2024-11-23 05:00:00;143420.33;Телевизор LG OLED;OZ692575;1
ORD00357;SHIP00357;2024-11-08 00:00:00;2024-11-08 00:00:00;Доставлен;2024-11-12 23:00:00;2024-11-08 23:00:00;56105.02;Микрофон Blue Yeti;OZ543573;2
ORD00358;SHIP00358;2024-11-25 00:00:00;2024-11-26 00:00:00;Доставлен;2024-12-02 14:00:00;2024-11-26 14:00:00;58212.65;Настольная лампа Xiaomi;OZ107678;3
ORD00359;SHIP00359;2024-11-30 00:00:00;2024-12-02 00:00:00;В пути;;2024-12-02 19:00:00;101257.47;Смартфон Samsung Galaxy;OZ899564;3
ORD00360;SHIP00360;2024-11-09 00:00:00;2024-11-11 00:00:00;Доставлен;2024-11-13 20:00:00;2024-11-11 20:00:00;38494.07;Пылесос Dyson V15;OZ272724;1
ORD00361;SHIP00361;2024-11-22 00:00:00;2024-11-23 00:00:00;Доставлен;2024-11-25 20:00:00;2024-11-23 20:00:00;26136.33;Клавиатура Logitech;OZ406830;1
ORD00362;SHIP00362;2024-12-07 00:00:00;2024-12-07 00:00:00;Отменен;;2024-12-07 19:00:00;103548.71;Микроволновка Panasonic;OZ748028;3
ORD00363;SHIP00363;2024-12-07 00:00:00;2024-12-09 00:00:00;В пути;;2024-12-09 15:00:00;169432.87;Монитор Dell UltraSharp;OZ166200;4
ORD00364;SHIP00364;2024-11-22 00:00:00;2024-11-22 00:00:00;Доставлен;2024-11-27 06:00:00;2024-11-22 06:00:00;151567.4;Электробритва Philips;OZ423398;4
ORD00365;SHIP00365;2024-11-13 00:00:00;2024-11-13 00:00:00;В пути;;2024-11-13 07:00:00;77991.76;Фитнес-браслет Xiaomi;OZ171670;3
ORD00366;SHIP00366;2024-11-15 00:00:00;2024-11-17 00:00:00;В пути;;2024-11-17 19:00:00;32836.16;Зубная щетка Oral-B;OZ331038;1
ORD00367;SHIP00367;2024-11-16 00:00:00;2024-11-18 00:00:00;Доставлен;2024-11-20 11:00:00;2024-11-18 11:00:00;16136.91;Пылесос Dyson V15;OZ267348;2
ORD00368;SHIP00368;2024-11-20 00:00:00;2024-11-21 00:00:00;Доставлен;2024-11-28 00:00:00;2024-11-22 00:00:00;41575.9;Мышь Razer DeathAdder;OZ966575;1
ORD00369;SHIP00369;2024-11-10 00:00:00;2024-11-12 00:00:00;Доставлен;2024-11-18 17:00:00;2024-11-12 17:00:00;225091.83;Контроллер Xbox;OZ550602;5
ORD00370;SHIP00370;2024-12-04 00:00:00;2024-12-05 00:00:00;Доставлен;2024-12-07 06:00:00;2024-12-05 06:00:00;64835.68;Фитнес-браслет Xiaomi;OZ332181;3
ORD00371;SHIP00371;2024-11-12 00:00:00;2024-11-12 00:00:00;Доставлен;2024-11-15 02:00:00;2024-11-12 02:00:00;97117.32;Рюкзак Nike;OZ685307;3
ORD00372;SHIP00372;2024-11-26 00:00:00;2024-11-27 00:00:00;Доставлен;2024-11-30 06:00:00;2024-11-27 06:00:00;77643.72;Электробритва Philips;OZ951516;2
ORD00373;SHIP00373;2024-11-11 00:00:00;2024-11-13 00:00:00;В пути;;2024-11-13 10:00:00;19176.37;Веб-камера Logitech C920;OZ914781;1
ORD00374;SHIP00374;2024-11-25 00:00:00;2024-11-27 00:00:00;Обрабатывается;;2024-11-27 22:00:00;255071.95;Ноутбук ASUS VivoBook;OZ308442;4
ORD00375;SHIP00375;2024-11-28 00:00:00;2024-11-29 00:00:00;Обрабатывается;;2024-11-29 12:00:00;158123.61;Смартфон Samsung Galaxy;OZ819431;2
ORD00376;SHIP00376;2024-11-27 00:00:00;2024-11-28 00:00:00;Доставлен;2024-11-30 02:00:00;2024-11-28 02:00:00;31527.63;Наушники Sony WH-1000XM4;OZ965984;2
ORD00377;SHIP00377;2024-11-13 00:00:00;2024-11-15 00:00:00;Доставлен;2024-11-20 12:00:00;2024-11-15 12:00:00;322338.4;Ноутбук ASUS VivoBook;OZ560750;4
ORD00378;SHIP00378;2024-11-08 00:00:00;2024-11-08 00:00:00;Обрабатывается;;2024-11-08 22:00:00;8191.46;Зубная щетка Oral-B;OZ922097;1
ORD00379;SHIP00379;2024-11-09 00:00:00;2024-11-09 00:00:00;Доставлен;2024-11-12 16:00:00;2024-11-09 16:00:00;57021.29;Клавиатура Logitech;OZ268920;4
ORD00380;SHIP00380;2024-11-27 00:00:00;2024-11-29 00:00:00;Возвращен;;2024-11-29 05:00:00;17451.24;Стиральная машина Bosch;OZ604694;1
ORD00381;SHIP00381;2024-11-13 00:00:00;2024-11-13 00:00:00;В пути;;2024-11-13 16:00:00;41192.84;Пылесос Dyson V15;OZ672843;1
ORD00382;SHIP00382;2024-11-26 00:00:00;2024-11-28 00:00:00;Доставлен;2024-12-02 19:00:00;2024-11-28 19:00:00;14733.17;Контроллер Xbox;OZ575690;1
ORD00383;SHIP00383;2024-11-14 00:00:00;2024-11-16 00:00:00;В пути;;2024-11-16 02:00:00;95120.28;"Книга ""Python для начинающих""";OZ865815;3
ORD00384;SHIP00384;2024-11-29 00:00:00;2024-11-29 00:00:00;Доставлен;2024-12-02 21:00:00;2024-11-29 21:00:00;161008.6;Веб-камера Logitech C920;OZ622509;5
ORD00385;SHIP00385;2024-11-09 00:00:00;2024-11-10 00:00:00;Доставлен;2024-11-13 15:00:00;2024-11-10 15:00:00;81064.51;Ноутбук ASUS VivoBook;OZ670520;1
ORD00386;SHIP00386;2024-11-20 00:00:00;2024-11-20 00:00:00;В пути;;2024-11-20 18:00:00;101558.6;iPhone 15 Pro;OZ584542;2
ORD00387;SHIP00387;2024-12-01 00:00:00;2024-12-01 00:00:00;Доставлен;2024-12-03 17:00:00;2024-12-01 17:00:00;66246.9;Принтер HP LaserJet;OZ379833;5
ORD00388;SHIP00388;2024-11-28 00:00:00;2024-11-28 00:00:00;Доставлен;2024-12-03 18:00:00;2024-11-28 18:00:00;69786.16;Смартфон Samsung Galaxy;OZ647072;2
ORD00389;SHIP00389;2024-11-23 00:00:00;2024-11-24 00:00:00;Отменен;;2024-11-24 14:00:00;2637.15;Фитнес-браслет Xiaomi;OZ184737;1
ORD00390;SHIP00390;2024-11-10 00:00:00;2024-11-12 00:00:00;В пути;;2024-11-12 20:00:00;20759.23;Наушники Sony WH-1000XM4;OZ722373;3
ORD00391;SHIP00391;2024-11-23 00:00:00;2024-11-23 00:00:00;Отменен;;2024-11-23 11:00:00;208242.98;Игра Cyberpunk 2077;OZ328617;5
ORD00392;SHIP00392;2024-11-09 00:00:00;2024-11-09 00:00:00;Доставлен;2024-11-15 04:00:00;2024-11-09 04:00:00;199086.23;Планшет iPad Air;OZ771127;2
ORD00393;SHIP00393;2024-12-04 00:00:00;2024-12-06 00:00:00;В пути;;2024-12-06 07:00:00;9838.09;Рюкзак Nike;OZ169567;2
ORD00394;SHIP00394;2024-12-06 00:00:00;2024-12-08 00:00:00;Доставлен;2024-12-15 08:00:00;2024-12-08 08:00:00;73031.07;Клавиатура Logitech;OZ917509;2
ORD00395;SHIP00395;2024-11-26 00:00:00;2024-11-28 00:00:00;Доставлен;2024-12-01 14:00:00;2024-11-28 14:00:00;112804.78;Монитор Dell UltraSharp;OZ810927;3
ORD00396;SHIP00396;2024-11-09 00:00:00;2024-11-10 00:00:00;Доставлен;2024-11-16 00:00:00;2024-11-11 00:00:00;35460.58;Игра Cyberpunk 2077;OZ314299;2
ORD00397;SHIP00397;2024-11-21 00:00:00;2024-11-23 00:00:00;Обрабатывается;;2024-11-23 15:00:00;80525.33;Телевизор LG OLED;OZ379460;2
ORD00398;SHIP00398;2024-11-12 00:00:00;2024-11-12 00:00:00;В пути;;2024-11-12 08:00:00;111104.85;Наушники Sony WH-1000XM4;OZ638508;5
ORD00399;SHIP00399;2024-12-06 00:00:00;2024-12-08 00:00:00;Доставлен;2024-12-11 03:00:00;2024-12-08 03:00:00;79028.06;Мышь Razer DeathAdder;OZ826695;4
ORD00400;SHIP00400;2024-12-07 00:00:00;2024-12-07 00:00:00;Возвращен;;2024-12-07 05:00:00;205173.11;Игра Cyberpunk 2077;OZ962196;5
ORD00401;SHIP00401;2024-12-04 00:00:00;2024-12-04 00:00:00;Доставлен;2024-12-08 07:00:00;2024-12-04 07:00:00;35244.19;Стиральная машина Bosch;OZ962239;4
ORD00402;SHIP00402;2024-11-09 00:00:00;2024-11-09 00:00:00;В пути;;2024-11-09 20:00:00;34382.77;Мышь Razer DeathAdder;OZ905674;1
ORD00403;SHIP00403;2024-11-25 00:00:00;2024-11-26 00:00:00;Обрабатывается;;2024-11-26 18:00:00;30025.78;Пылесос Dyson V15;OZ903394;4
ORD00404;SHIP00404;2024-11-10 00:00:00;2024-11-10 00:00:00;Возвращен;;2024-11-10 12:00:00;2325.34;Холодильник Samsung;OZ988694;1
ORD00405;SHIP00405;2024-11-08 00:00:00;2024-11-08 00:00:00;Доставлен;2024-11-10 21:00:00;2024-11-08 21:00:00;211444.5;Телевизор LG OLED;OZ521930;4
ORD00406;SHIP00406;2024-11-11 00:00:00;2024-11-12 00:00:00;Доставлен;2024-11-14 21:00:00;2024-11-12 21:00:00;117945.11;Телевизор LG OLED;OZ185176;4
ORD00407;SHIP00407;2024-11-10 00:00:00;2024-11-10 00:00:00;Доставлен;2024-11-12 15:00:00;2024-11-10 15:00:00;88901.12;Стиральная машина Bosch;OZ894643;2
ORD00408;SHIP00408;2024-11-17 00:00:00;2024-11-18 00:00:00;Доставлен;2024-11-25 15:00:00;2024-11-18 15:00:00;45544.49;Монитор Dell UltraSharp;OZ664424;5
ORD00409;SHIP00409;2024-11-27 00:00:00;2024-11-27 00:00:00;Доставлен;2024-11-28 08:00:00;2024-11-27 08:00:00;88315.38;"Книга ""Python для начинающих""";OZ169050;4
ORD00410;SHIP00410;2024-12-02 00:00:00;2024-12-02 00:00:00;Доставлен;2024-12-03 14:00:00;2024-12-02 14:00:00;46986.73;Веб-камера Logitech C920;OZ893476;5
ORD00411;SHIP00411;2024-11-15 00:00:00;2024-11-17 00:00:00;Доставлен;2024-11-19 09:00:00;2024-11-17 09:00:00;43798.39;Рюкзак Nike;OZ183389;3
ORD00412;SHIP00412;2024-11-22 00:00:00;2024-11-23 00:00:00;Доставлен;2024-11-24 13:00:00;2024-11-23 13:00:00;212955.26;Умные часы Apple Watch;OZ151939;5
ORD00413;SHIP00413;2024-11-20 00:00:00;2024-11-21 00:00:00;Обрабатывается;;2024-11-21 13:00:00;6686.46;Контроллер Xbox;OZ445700;1
ORD00414;SHIP00414;2024-12-06 00:00:00;2024-12-07 00:00:00;Отменен;;2024-12-07 23:00:00;362677.37;Ноутбук ASUS VivoBook;OZ550825;5
ORD00415;SHIP00415;2024-11-10 00:00:00;2024-11-11 00:00:00;Доставлен;2024-11-17 16:00:00;2024-11-11 16:00:00;179227.47;Умные часы Apple Watch;OZ887139;4
ORD00416;SHIP00416;2024-11-26 00:00:00;2024-11-27 00:00:00;Доставлен;2024-11-30 13:00:00;2024-11-27 13:00:00;25382.72;"Книга ""Python для начинающих""";OZ720187;4
ORD00417;SHIP00417;2024-11-25 00:00:00;2024-11-26 00:00:00;В пути;;2024-11-26 12:00:00;25862.12;Микроволновка Panasonic;OZ512940;3
ORD00418;SHIP00418;2024-11-24 00:00:00;2024-11-26 00:00:00;Доставлен;2024-12-02 16:00:00;2024-11-26 16:00:00;24590.02;Фен Dyson Supersonic;OZ800413;2
ORD00419;SHIP00419;2024-11-10 00:00:00;2024-11-11 00:00:00;Доставлен;2024-11-16 03:00:00;2024-11-11 03:00:00;90715.19;Телевизор LG OLED;OZ171241;1
ORD00420;SHIP00420;2024-11-16 00:00:00;2024-11-16 00:00:00;В пути;;2024-11-16 03:00:00;59264.34;Микроволновка Panasonic;OZ362030;4
ORD00421;SHIP00421;2024-12-04 00:00:00;2024-12-04 00:00:00;Доставлен;2024-12-07 02:00:00;2024-12-04 02:00:00;106241.02;Клавиатура Logitech;OZ875217;5
ORD00422;SHIP00422;2024-11-29 00:00:00;2024-11-30 00:00:00;Доставлен;2024-12-03 15:00:00;2024-11-30 15:00:00;23659.96;Игра Cyberpunk 2077;OZ690854;2
ORD00423;SHIP00423;2024-12-01 00:00:00;2024-12-03 00:00:00;Обрабатывается;;2024-12-03 13:00:00;179890.78;Микрофон Blue Yeti;OZ275142;5
ORD00424;SHIP00424;2024-11-15 00:00:00;2024-11-15 00:00:00;Доставлен;2024-11-19 10:00:00;2024-11-15 10:00:00;31888.24;Клавиатура Logitech;OZ672520;5
ORD00425;SHIP00425;2024-11-18 00:00:00;2024-11-18 00:00:00;Доставлен;2024-11-22 12:00:00;2024-11-18 12:00:00;110614.34;Холодильник Samsung;OZ359889;4
ORD00426;SHIP00426;2024-11-21 00:00:00;2024-11-21 00:00:00;Доставлен;2024-11-27 14:00:00;2024-11-21 14:00:00;122504.69;Электробритва Philips;OZ788172;4
ORD00427;SHIP00427;2024-11-22 00:00:00;2024-11-24 00:00:00;Возвращен;;2024-11-24 13:00:00;59742.11;Умные часы Apple Watch;OZ256722;4
ORD00428;SHIP00428;2024-12-04 00:00:00;2024-12-05 00:00:00;Доставлен;2024-12-08 07:00:00;2024-12-05 07:00:00;42505.31;Монитор Dell UltraSharp;OZ836284;1
ORD00429;SHIP00429;2024-12-01 00:00:00;2024-12-03 00:00:00;Доставлен;2024-12-04 10:00:00;2024-12-03 10:00:00;47613.53;Клавиатура Logitech;OZ599908;5
ORD00430;SHIP00430;2024-11-30 00:00:00;2024-12-01 00:00:00;Доставлен;2024-12-04 12:00:00;2024-12-01 12:00:00;242147.07;Телевизор LG OLED;OZ161686;3
ORD00431;SHIP00431;2024-11-08 00:00:00;2024-11-09 00:00:00;Доставлен;2024-11-14 21:00:00;2024-11-09 21:00:00;212384.76;Ноутбук ASUS VivoBook;OZ318583;4
ORD00432;SHIP00432;2024-11-18 00:00:00;2024-11-19 00:00:00;Обрабатывается;;2024-11-19 02:00:00;97395.25;Игровая консоль PlayStation 5;OZ130128;2
ORD00433;SHIP00433;2024-11-18 00:00:00;2024-11-19 00:00:00;Доставлен;2024-11-21 07:00:00;2024-11-19 07:00:00;69925.2;iPhone 15 Pro;OZ907270;1
ORD00434;SHIP00434;2024-11-15 00:00:00;2024-11-16 00:00:00;Доставлен;2024-11-19 02:00:00;2024-11-16 02:00:00;87983.86;Веб-камера Logitech C920;OZ755382;3
ORD00435;SHIP00435;2024-11-19 00:00:00;2024-11-19 00:00:00;Доставлен;2024-11-25 00:00:00;2024-11-20 00:00:00;34827.44;Электробритва Philips;OZ208963;1
ORD00436;SHIP00436;2024-11-29 00:00:00;2024-12-01 00:00:00;Доставлен;2024-12-07 03:00:00;2024-12-01 03:00:00;42858.73;Игровая консоль PlayStation 5;OZ392093;3
ORD00437;SHIP00437;2024-11-30 00:00:00;2024-12-02 00:00:00;Доставлен;2024-12-04 16:00:00;2024-12-02 16:00:00;46188.55;"Книга ""Python для начинающих""";OZ597611;2
ORD00438;SHIP00438;2024-11-18 00:00:00;2024-11-19 00:00:00;Доставлен;2024-11-22 11:00:00;2024-11-19 11:00:00;36699.22;Роутер ASUS AX6000;OZ196516;1
ORD00439;SHIP00439;2024-12-05 00:00:00;2024-12-05 00:00:00;Доставлен;2024-12-09 07:00:00;2024-12-05 07:00:00;109879.26;"Книга ""Python для начинающих""";OZ686330;5
ORD00440;SHIP00440;2024-11-10 00:00:00;2024-11-12 00:00:00;Доставлен;2024-11-19 20:00:00;2024-11-12 20:00:00;136588.42;iPhone 15 Pro;OZ364383;3
ORD00441;SHIP00441;2024-12-04 00:00:00;2024-12-04 00:00:00;В пути;;2024-12-04 05:00:00;15716.35;Кофемашина Delonghi;OZ392026;3
ORD00442;SHIP00442;2024-12-07 00:00:00;2024-12-07 00:00:00;Доставлен;2024-12-12 21:00:00;2024-12-07 21:00:00;14761.63;Микрофон Blue Yeti;OZ545112;1
ORD00443;SHIP00443;2024-12-06 00:00:00;2024-12-07 00:00:00;Доставлен;2024-12-13 12:00:00;2024-12-07 12:00:00;73199.61;Микрофон Blue Yeti;OZ568898;3
ORD00444;SHIP00444;2024-11-21 00:00:00;2024-11-22 00:00:00;Доставлен;2024-11-25 15:00:00;2024-11-22 15:00:00;77739.32;Игра Cyberpunk 2077;OZ792382;4
ORD00445;SHIP00445;2024-11-17 00:00:00;2024-11-18 00:00:00;Обрабатывается;;2024-11-18 22:00:00;147279.54;Рюкзак Nike;OZ550332;3
ORD00446;SHIP00446;2024-11-09 00:00:00;2024-11-10 00:00:00;Доставлен;2024-11-11 14:00:00;2024-11-10 14:00:00;2879.81;Рюкзак Nike;OZ309384;4
ORD00447;SHIP00447;2024-12-06 00:00:00;2024-12-08 00:00:00;Доставлен;2024-12-12 08:00:00;2024-12-08 08:00:00;18336.98;Кофемашина Delonghi;OZ595337;1
ORD00448;SHIP00448;2024-11-26 00:00:00;2024-11-28 00:00:00;В пути;;2024-11-28 22:00:00;92992.29;Принтер HP LaserJet;OZ814614;5
ORD00449;SHIP00449;2024-11-13 00:00:00;2024-11-14 00:00:00;Доставлен;2024-11-16 23:00:00;2024-11-14 23:00:00;176072.96;Игра Cyberpunk 2077;OZ964964;4
